name,time,tweet
rebecca_royer,Fri Sep 07 01:09:46 +0000 2018,Believe in something even if it means sacrificing everything. #heroes #JustDoIt #BlueWave2018 https://t.co/G5GtucdIam
BAHunter71,Fri Sep 07 01:09:37 +0000 2018,#Nike #justdoit #trending #kaepernick #bahuntercomedian @ Headhunter Studios https://t.co/Y1gJeQ1DHx
GULLYTV1,Fri Sep 07 01:09:33 +0000 2018,@nike we got your back #sneakerheads United 💪✌ #nike #Justdoit @kaepernick7 https://t.co/HLAC5E53Hr
DanDautoplus,Fri Sep 07 01:09:22 +0000 2018,"Straight out of Compton #justdoit

Serena Williams to US Open final after win over Anastasija Sevastova

https://t.co/XX3I446ZiV"
Affirmleagues,Fri Sep 07 01:09:21 +0000 2018,"#ImWithKap 
#ImWithKaep 
#JustDoIt 
#Nike 
SALUTE. https://t.co/C1yy9LEVb8"
gardenofthegods,Fri Sep 07 01:09:16 +0000 2018,"@LauraLoomer @jack @realDonaldTrump Laura, move to https://t.co/JRwvecyPIS NOW...don't wait for Twitter to destroy your following! #JustDoIt"
TerrorverseLLC,Fri Sep 07 01:09:14 +0000 2018,"#JustDoIt... and by ""it"" I mean ""RUN BITCH HE HAS A MACHETE!"" @JasonLVoorhees https://t.co/9PTvBpfhoI"
MalcolmGlennie,Fri Sep 07 01:09:09 +0000 2018,All set for #NFL football!! #NFLCanadaKickoff #Nike #JustDoIt https://t.co/ZnwR3uO870
nbctguru,Fri Sep 07 01:08:52 +0000 2018,"Keep dreaming! #Justdoit
https://t.co/6JzBSPtYfB"
jon077,Fri Sep 07 01:08:38 +0000 2018,#JustDoIt never quit https://t.co/5uvrwf1Taa
Ace_Metrix,Fri Sep 07 01:08:30 +0000 2018,@Ace_Metrix Data Reveals @Nike &amp; #Kaepernick Partnership is Less Polarizing than Social Media Suggests. Here's how viewers responded to #DreamCrazy: https://t.co/pZjBXPhegb #JustDoIt #NFLKickoff #marketing https://t.co/GsSUeaGLF1
JCHills0618,Fri Sep 07 01:08:29 +0000 2018,I'm only watching the #NFLKickoff and some of this game to see the #NikeAd featuring #ColinKaepernick and #SerenaWilliams cause #isupportkaepernick. #justdoit
TROY_Center,Fri Sep 07 01:08:28 +0000 2018,"#tbt Just in time for football season.
S/O to everyone in this picture. Much respect. Fresno State before the #Nike deal. #wideouts

#bulldogforlife #troycenter #godogs #justdoit @ Bulldog… https://t.co/G8M82qJQhH"
bisquebowl,Fri Sep 07 01:08:24 +0000 2018,"JUST DO IT. 
.
.
.
#justdoit #nike #colinkapernick #kapernick #tofreedom #nickiminaj #nobadvibes #blacksndproud #blackexcellence #proud #heritage 
.
.
@nickiminaj @nike @nikesportswear… https://t.co/hQeYwPYXhA"
rebecca_royer,Fri Sep 07 01:08:23 +0000 2018,Believe in something even if it means sacrificing everything. #JustDoIt https://t.co/CBlneGTREs
1Jedi_Rey,Fri Sep 07 01:08:23 +0000 2018,"@NatCookResists @ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @TheSWPrincess @Havok_2O18 @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing We kneel to fight oppression
for the families shattered
for the country to wake up 
and realize that we matter

#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/xFrWqVmFAf"
Kev_Emo,Fri Sep 07 01:08:17 +0000 2018,Wonder how many people are out there in cut up socks not watching football? #NFLKickoff #NFL #JustDoIt #Nike #BoycottNike #NikeBoycott #ATLvsPHI #FlyEaglesFly #Falcons
CTOAdvisor,Fri Sep 07 01:08:11 +0000 2018,Your morals must be silenced in order to feed your family? I understand. You have to support your family. I'd compromise as well when faced with the same. Heroes? Heroes don't understand. They sacrifice in the face of adversity. @Kaepernick7 #JustDoIt https://t.co/j7wTtNo0cO
DetroitDan64,Fri Sep 07 01:08:02 +0000 2018,"@realDonaldTrump @jeffsessions 
#JustDoIt, to borrow a phrase.Expose all of this now and get this #WitchHunt over with! https://t.co/7ELYdgyK1F"
its_rayzeel,Fri Sep 07 01:07:37 +0000 2018,Lol my dads is the best one #JustDoIt 🤷🏽‍♀️ https://t.co/imOj1IGw8l
MelBrookexo,Fri Sep 07 01:07:09 +0000 2018,"Stand for Jesus because He hung for you.
Just Do It because He already Did It.
It is FINISHED. The victory was won when the Son was hung.

Anybody else still standing?
#justdoit

- @MarcusjRogers"
MintoReang,Fri Sep 07 01:07:03 +0000 2018,#JustDoIt Serena Williams into US Open final with emphatic win over Anastasija Sevastova - BBC Sport https://t.co/wd2ejvORvC
AntiqueBliss,Fri Sep 07 01:06:56 +0000 2018,The only reason I’m watching the season opener is to see Kaepernick’s Nike commercial live. #JustDoIt #NFL
rising_serpent,Fri Sep 07 01:06:52 +0000 2018,"Remember the time when Cambodian women working in Nike factories suffered Mass faintings?
#justdoit because Social justice is not for Cambodians?
Cambodian women sacrificed so that Nike could talk about Colin Kaepernick's sacrifices.
#justdoit because suckers pay money for it. https://t.co/cmKtwiYHHw"
MyrthMystic,Fri Sep 07 01:06:50 +0000 2018,"It’s #NFLkickoff2018!

I support players who #TakeAKnee, I support @NFLPA members 1st Amendment RIGHTS

Thank you @Nike &amp; @Kaepernick7!

#JustDoIt #TakeAKnee
#TheResistance https://t.co/nYVhmNePo5"
baker00720101,Fri Sep 07 01:06:42 +0000 2018,"Greatness comes from being in love with the process.
#trusttheprocess.
#justdoit"
fideldd,Fri Sep 07 01:06:39 +0000 2018,"@KoehlerMatthew @dino_grandoni @RepRobBishop @NatResources @NRA Absofuckinglutely. #ParisAgreement vs #conflictminerals

#JustDoIt"
MrbusinessGray,Fri Sep 07 01:06:32 +0000 2018,"Yall heard the man. #justdoit 😂🤣😂🤣 @ Greenville, South Carolina https://t.co/O0HtYwawYb"
Zioncontroller,Fri Sep 07 01:05:57 +0000 2018,"LA-based friends, watch Life of the Party @ArenaCinelounge Sunset Blvd from Sep 14-20, #photooftheday #love
https://t.co/AWEDHO4rrZ … … https://t.co/Wn4Jun6c4U #womeninfilme #SupportIndieFilm #IndieFilm #AcademyQualifying #debut #LosAngeles #Hollywood #Zioncontroller #justdoit https://t.co/XAJ94SYS5P"
bgreen,Fri Sep 07 01:05:55 +0000 2018,Can you say WOW!?!!! #justdoit #girlpower #keepmoving https://t.co/AI8kdbQHSZ
RNRKansas,Fri Sep 07 01:05:43 +0000 2018,https://t.co/VyR8c7kHrw #Nike #BattlingBoysofBenghazi this September 11 #NeverForget #RedNationRising #BoycottNikeJustDoIt #JustDoIt
NatCookResists,Fri Sep 07 01:05:40 +0000 2018,"@ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @TheSWPrincess @1Jedi_Rey @Havok_2O18 @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris We #TakeAKnee for my brothers &amp; sisters
beaten/killed because of the color of their skin

We #TakeAKnee because there has yet to be a penalty
as the Badge always wins

#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/ZmNDPUfDoh"
ArnitaFowler,Fri Sep 07 01:05:37 +0000 2018,"I’m a 32 yr Vet...I’m not offended, and I support Kaep’s peaceful protest to highlight systemic injustice. 

So, yea, #JustDoIt Because “Colin Kaepernick Is Not Going Away”
#TakeAKnee #JustDoIt #ImWithKaep https://t.co/ax2yVebB1f"
AbsolutelyQuad,Fri Sep 07 01:05:36 +0000 2018,"#JustDoIt 
#nike✔️ 
TAG A FRIEND 😘 https://t.co/i62v5SNjy1"
c_rhymez_777,Fri Sep 07 01:05:17 +0000 2018,This man is not rioting. He is not acting out violently. He is speaking out. He’s not burning flags. And he damn sure isn’t being hypocrites like the 99% of you complaining. He’s a better man having the bravery to do what he’s been doing. So keep doing it @Kaepernick7 #justdoit
QuanSai,Fri Sep 07 01:05:15 +0000 2018,"White-owned/run $billion-dollar company fuels wars among impoverished Black communities throughout the US?

“Nah! Y’all wrong! I’ma still cop your kicks, tho.”

Same $billion-dollar company uses Black issues as a press op?

“What deaths?? LOL! WE OUT TO THE NYSE!!”

#JustDoIt https://t.co/VpW8y5zFvZ"
ArnitaFowler,Fri Sep 07 01:05:12 +0000 2018,"I’m a 32 yr Vet...I’m not offended, and I support Kaep’s peaceful protest to highlight systemic injustice. 

So, yea, #JustDoIt Because “Colin Kaepernick Is Not Going Away”
#TakeAKnee #JustDoIt #ImWithKaep https://t.co/tGAdNpzzYR"
Selena_Luna0_0,Fri Sep 07 01:05:08 +0000 2018,"How many of you actually stood up in your home when the National Anthem came on..... 
So if you didn't then you don't have any reason to be mad @Kaepernick7

#NFLKickoff
#ImWithKaep 
#JustDoIt"
SwankyPen,Fri Sep 07 01:05:04 +0000 2018,@Nike I'm confident there will never be a day that this commercial doesn't get my adrenaline pumping. #JustDoIt
MrDontBelieveMe,Fri Sep 07 01:04:55 +0000 2018,Welcome to #football2018szn led by that mean ass Boyz 2 Men #Nationalanthem harmonies way to pull it together fellas Murca y'all like that @Nike #justdoit
heBrandonJay,Fri Sep 07 01:04:48 +0000 2018,Im blocking you 😫😘💀@KingAmiyahScott #JustDoIt ✔️ https://t.co/PWkwlgpBci
MrAHanna,Fri Sep 07 01:04:37 +0000 2018,These Nike Memes are out of control!  I am dying looking at all of these!  #justdoit https://t.co/QyR2vzEJuS
tootspeak,Fri Sep 07 01:04:21 +0000 2018,Anyone take #potus’ BP today? #NYToped #KavanaughHearings #JustDoIt
NuStarEntertain,Fri Sep 07 01:04:20 +0000 2018,"@avanic3 #Nike should have made this ad instead, these are the true heroes of our country #JustDoIt https://t.co/RZJncUbh73"
MRG_SBR,Fri Sep 07 01:04:13 +0000 2018,"#justdoit no matter how much you'd rather being playing in gokarts!
#gamingmeme #nintendo #startbuttonreview https://t.co/LJikWv6xtt"
Vonn69,Fri Sep 07 01:04:13 +0000 2018,@serenawilliams Well played match Queen. One more to go. You got this #JustDoIt #UsOpen https://t.co/gkZrTyolqk
KatAguirre319,Fri Sep 07 01:04:05 +0000 2018,I stand with @Kaepernick7 &amp; @Nike ( Fernie does too!) #JustDoIt https://t.co/fMcmimrnKu
boy6lue,Fri Sep 07 01:04:03 +0000 2018,Choosing Is Still Part Of Tha Game #JustDoIt https://t.co/HiqX0EWKUy
TerryCormierGP,Fri Sep 07 01:04:02 +0000 2018,"Lovin’ this ad from @nike.  Don’t ask if your dreams are crazy, ask if they are crazy enough.  Brilliant.  Thanks.  Wela’lin.  Merci.  #JustDoIt #Nike https://t.co/CA5zgBv8OZ"
ListenToEzra,Fri Sep 07 01:03:35 +0000 2018,"@gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @TheSWPrincess @1Jedi_Rey @Havok_2O18 @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames In silence we kneel 
as the anthem plays
drawing attention to injustice
by some that wear Blue, we are betrayed.

#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/B0yU5NozR0"
HerLuxLifeStyle,Fri Sep 07 01:03:32 +0000 2018,"Don’t ask if your dreams are crazy, ask if they’re  crazy enough” - Colin Kaepernick 
#ThatsWhatsUP LITERALLY!!! @kaepernick7 ✊🏾 #Nike #JustDoIt #BelieveInSomething #NYC #ColinKaepernick… https://t.co/KaeTjubXkR"
DahlingDaughter,Fri Sep 07 01:03:31 +0000 2018,"I walked holes into four pairs of (very old) sneakers last school year. Thanks, @nike , for that last push to finally replace them. #justdoit https://t.co/4YRO9L0ihZ https://t.co/3GV922KM5w"
wwliradio,Fri Sep 07 01:03:27 +0000 2018,"Believe in #Dope #HipHop, even if it means finding it on your own.
#wwliradio #SupportDopeHipHop
🤷🏾‍♂️🤷🏾‍♂️ #whynot 😎
✊🏿✊🏿 @kaepernick7
👍🏾👍🏾@nike #JustDoIt https://t.co/LNampXeVHE"
irfoidschicken,Fri Sep 07 01:03:16 +0000 2018,"""... Are you crazy enough"" #justdoit"
skanktena,Fri Sep 07 01:03:12 +0000 2018,"@NFL  #Kaepernick #Nike #Freedom

Hey! That cameraman is on his knees during the anthem.  Did all the whiners notice that?

#JustDoIt"
Tinaa43,Fri Sep 07 01:03:06 +0000 2018,Sooooo... does the new Nike #justDoit #Kaepernick ad come on at this break?? #NFLKickoff
scarcasticbitch,Fri Sep 07 01:02:53 +0000 2018,Today I got great satisfaction wearing my work shirt. My Nike golf work shirt. To all that entered our building it looked like a show of support for Colin Kaepernick. Today we #JustDoIt right.
RhondaBradley,Fri Sep 07 01:02:46 +0000 2018,@Tish_JA Same question - @Nike did you #JustDoIt?
vansportradio,Fri Sep 07 01:02:38 +0000 2018,I wear socks that represent the disrespect of cops as pigs! #justdoit @Nike https://t.co/zKFj9gfiDL
ckgthedon,Fri Sep 07 01:02:30 +0000 2018,"Who yall got!? #Falcons #Eagles
#Follow @ckgthedon on #Spotify @spotify 
https://t.co/GzhBcQik3z
@itunes #Itunes
https://t.co/C0MM172NAN
#BoyzIIMen #NationalAnthem 
#NflKickoff #Nfl #ThursdayThoughts #Turnt #Lit 
#Nike #JustDoIt #kapernick https://t.co/eP5yLXqwu8"
kdogpenny1,Fri Sep 07 01:02:02 +0000 2018,First game of @NFL season gonna be like the super bowl. We will be waiting for the #Commercial of @Kaepernick7 for @Nike #JustDoIt #ATLvsPHI #ImWithKaep
ConnorS333,Fri Sep 07 01:01:47 +0000 2018,Am I the only one who got chills watching the full #Kapernick #Nike commercial? Simply wow. #justdoit
ang_elizab3th,Fri Sep 07 01:01:42 +0000 2018,"💫 Keep following your heartfelt instincts.  If you’re thinking of someone, let them know.  Don’t let past hurts hold you back from expressing what you really think and feel.  Be like a kid again.  It may mean the world to that person  🌎 #dontholdback #justdoit #ThursdayThoughts"
Marcy_Tolman,Fri Sep 07 01:01:41 +0000 2018,Miss Andi has some new kicks. She's ready to #justdoit https://t.co/dRS6L8rfSY
InhaleMySativa,Fri Sep 07 01:01:36 +0000 2018,Where these #JustDoIt memes coming from cause I need a bih to #justdoit and cook for a black nigga.
_RunCarlaRun_,Fri Sep 07 01:01:35 +0000 2018,TBT when I wore The Ravens Super Bowl Ring! #Dickson #FormerStudent #justdoit #teamnike https://t.co/wt84jChMiv
gbmnyc,Fri Sep 07 01:01:25 +0000 2018,"#NFLkickoff2018 #TheResistance
#ImWithKaep #TakeAKnee #JustDoIt
@NFL &amp; @nflcommish
Let members of the @NFLPA exercise their 1st Amendment RIGHT w/o fines or being blacklisted
@realDonaldTrump
As a Marine #Vet I didnt serve for a flag &amp; a song, but for OUR RIGHTS
#VetsAgainstTrump https://t.co/aEpRU16aX2"
SonjahStanley,Fri Sep 07 01:01:16 +0000 2018,Bring a posse of fashionable souls. #Justdoit
SabineResists,Fri Sep 07 01:01:16 +0000 2018,"Today as the NFL Season Kickoff begins, I want to Proudly say #ImWithKaep @NFLPA 

Thank You @Nike for choosing to be on the Right Side of History #JustDoIt 

#TakeAKnee https://t.co/SZj4xIVj9j"
RSantJR,Fri Sep 07 01:01:13 +0000 2018,"Nike's Favorability Drops Double Digits Following New ‘Just Do It’ Campaign with Colin Kaepernick #JustDoIt
https://t.co/ZA83zBs3Bw"
nosoupforgeorge,Fri Sep 07 01:01:07 +0000 2018,"The #Eagles &amp; #Falcons players have taken the field, and my my my, those Nike jerseys look extra fantastic on them!

Hope fans are proudly wearing their #NFL #Nike jerseys for #NFLKickoff!

#InBrotherhood #FlyEaglesFly #JustDoIt #NFLkickoff2018"
TheJuiceAfnfent,Fri Sep 07 01:00:54 +0000 2018,WE CAN MAKE JOKES ALL DAY. BUT WE WILL NEVER FORGET THE REAL REASON. #blacklivesmatter #alllivesmattet #stoptheviolence #justiceforall #stayfocusedblacks #takeastand #nike #justdoit… https://t.co/rjZdBnaviO
ResistSass,Fri Sep 07 01:00:37 +0000 2018,"@The_Trump_Train Nope.  I will continue to wear Nike...proudly!
#JustDoIt 
#FuckTrump"
WP671,Fri Sep 07 01:00:28 +0000 2018,Down 34%  Haha #JustDoIt
greggers04,Fri Sep 07 01:00:22 +0000 2018,Bahaha love this one!! #Tyson #Nike #JustDoIt #campaign #legend #Champ #Boxing https://t.co/9YepGmh4zg
DanielPike777,Fri Sep 07 01:00:00 +0000 2018,"#Football #RespectTheFlag #CoffeeMug Go To:
https://t.co/WCy0bkayLg
#Kaepernick #Nike #America #Sports #NFL #Anthem #RedWave #GodBlessAmerica #CoffeeCup #Mug #Cup #MAGA #Patriotic #Patriotism #JustDoIt https://t.co/QE3mobS0gj"
ColeAlpaugh,Fri Sep 07 00:59:59 +0000 2018,Today was Day 767 of running a 5K or longer every day. 2638 miles done; 22362 miles to go. #JustDoIt #RaceAroundEarth https://t.co/jSIySsTujd
ajstarr10,Fri Sep 07 00:59:58 +0000 2018,@blackenterprise @Nike I love it! #ImWithKap #JustDoIt #NFLKickoff #StopKavanaugh #ThursdayThoughts https://t.co/PmbJeYQAcV
teach_russell,Fri Sep 07 00:59:50 +0000 2018,@leighmragsdale 👀👀👀 Segway's Drift e-skates aren't nearly as dangerous as they look https://t.co/APP7E2j0qA via @engadget 😂😂😂 #justdoit
Msmanchester1,Fri Sep 07 00:59:31 +0000 2018,@CoryBooker is an example of what makes America great! @JeffFlake what about you? Asking for all Americans looking for a @GOP hero! #BlockKavanaugh #justdoit https://t.co/GiZimylQ1X
AshaTomlinson,Fri Sep 07 00:59:26 +0000 2018,31! 31! And in her own words... it's just the beginning!  #JustDoIt #USOpen #ontothenextone @serenawilliams #amazing
Negrita2100,Fri Sep 07 00:59:14 +0000 2018,"If He says get on top,JUST DO IT!!!He already know you a big ass Bitch sis !!!!!👋🏾👋🏾👸🏾 #JustDoIt #Nike #PERIOD #OKKKUUURT #ASFHJKKDXSSHJHZSDJJ https://t.co/nlIpGXI4r0"
sargep,Fri Sep 07 00:59:13 +0000 2018,"Hey, @Nike I’m not going anywhere. #JustDoIt https://t.co/7J3TV3RTeA"
Celtix_Boiii,Fri Sep 07 00:59:00 +0000 2018,I think mine is better @Nike #JustDoIt https://t.co/qm2y4AjsRx
camsmith9,Fri Sep 07 00:58:53 +0000 2018,“Don’t believe you have to be like anybody to be somebody” #justdoit @Nike https://t.co/3D9J8uc0gc
Cinco6,Fri Sep 07 00:58:36 +0000 2018,🍕 is life! #pizza #personalpizza #believe #believeinyourheart #conquerthatpizza #nike #justeatit #justdoit #pepperoni #sausage #pineappledoesgoonpizza https://t.co/oRI6DEa9zg
ColetteFreedman,Fri Sep 07 00:58:31 +0000 2018,What? @qualityproblems IS AVAIL ON AMAZON PRIME? YOU CAN WATCH IT RIGHT NOW! #JUSTDOIT https://t.co/wiKAfvKLv3
somtopopejeff,Fri Sep 07 00:58:30 +0000 2018,Believe in something. Even if it means sacrificing everyone. #justdoit https://t.co/4IGeFlIfVt
bigmark75,Fri Sep 07 00:58:28 +0000 2018,It's getting really ugly out there!!! #JUSTDOIT https://t.co/spLdMDyKXu
MontesoDebonair,Fri Sep 07 00:58:24 +0000 2018,Even if it’s $100 it’s the principle. #JustDoIt https://t.co/1tD06bu0lj
RobSolanoX,Fri Sep 07 00:58:12 +0000 2018,"Episode 249: #highschool
🤙🏽Please share this with your favorite high school student.🤙🏽 Always take Honors and AP classes. You can do it. #JustDoIt

#albertusmagnushighsxhool #advancedplacement #honorsociety #summacumlaude #mentorship 
#scholarship #ivyleague #college https://t.co/bhMbhEfY1X"
m_towen,Fri Sep 07 00:58:05 +0000 2018,Gonna be attempting a 24hr stream on Saturday! Plus giving away a Tales Of Berseria code! #24hourstream #talesofbersia #animegames #JustDoIt
aliciaibe,Fri Sep 07 00:58:01 +0000 2018,Because @KingAmiyahScott RUNS THE WORLD 💁🏼‍♀️ #JustDoIt 😍😘 https://t.co/k9JTfXz1tL
YapYates,Fri Sep 07 00:57:34 +0000 2018,"#JustDoIt
Attention Trump, 
Stop Wrapping the American Flag and Football in Racism. 

Leave Our Game and Pastime Alone 
STOP Infecting Our Leisure Time with Your Bigoted Attitudes 

Real Liberty is the freedom to burn or honor our flag as we choose. https://t.co/Hh3d5zRyOo"
MoveFoundry,Fri Sep 07 00:57:30 +0000 2018,"Believe in something even if it means sacrificing everything, or controlled burn so you can recover for a second attempt? #nike #justdoit"
